0	.	.	-8.83734160325224
0	-0.102456674129805	-10.2198639648071	-12.1907252631887
1	.	-9.8432315641239	-8.97980264773269
0	-0.714585324578214	-10.3313496059184	-11.3704290417324
.	-2.00509505576705	.	-9.09065634272851
.	.	-9.25009686736407	-9.05903874061244
0	0.181501901416663	.	-12.3565633490258
0	-0.840901460544007	-10.9937375137535	-10.6042779730755
0	2.47373524500383	.	-15.2889358584624
.	-0.927020802146508	.	-8.90745669177681
1	.	-12.2520584889751	-13.2493360116034
1	-0.279418136202308	-10.1895972079604	-9.05109134931076
.	-0.804982724976521	-10.5028957661977	-9.91003874729845
1	-0.231658072768505	-9.44479754578487	-8.22838456060892
0	0.187630646751278	-9.61727232464062	-9.85207745897181
0	-1.72541766519473	.	-9.63662851144042
0	0.702805609548784	.	-11.0490900631531
.	-0.819279661727716	-10.6269987309123	-12.149004740297
1	.	-8.55053857856446	-7.22917094588459
.	0.582969569783723	-8.28596981351276	-10.280895479093
1	.	-10.4532524257508	-8.79000783601354
0	-2.28174245918362	-11.3017446440633	-10.8011992433928
0	0.997633780132971	-9.43599271578031	-11.5508246361225
.	-2.08913222436434	-9.23323048934549	-6.45874383669535
1	.	.	-8.03587056228577
1	0.699499203323255	-10.325131780004	-9.60748117844349
0	.	-11.6489839999812	-10.7324300293844
.	1.04029285895193	.	-12.3121921498088
1	0.357736646398179	.	-11.9357633713575
.	1.22233248716369	.	-11.7895381858821
0	-0.101183511076932	-9.81925916070324	-11.0011160225078
.	.	.	-11.9380851655083
1	-0.664885012031241	-9.37874654053654	-9.81114113055499
1	-1.45436212608071	.	-7.14876317455966
0	-1.48437045143972	.	-9.24510316353818
0	0.912888008893506	-10.2156641998234	-12.1705282876875
.	2.00094065260454	.	-11.2484101874412
1	.	-9.04668669392085	-8.06705800902549
1	-0.548850668049646	-8.69145895776623	-7.93473912951791
1	0.901129256214261	-12.1729898159711	-12.6573466609411
.	0.822234694318756	-9.74571657876056	-11.6694881703576
1	-1.74899093519969	-9.43876468940259	-8.14321033711773
.	1.35841095219925	-10.0027330495649	-12.3988905871042
.	2.00837807663666	-10.8352991520251	-14.008429484141
.	0.802191736980196	.	-12.6005723888082
0	.	-9.6651021385083	-9.81507406472104
.	-2.36819294482726	-10.4566109900099	-9.39644302904277
.	0.606563229991676	.	-11.1231547857824
.	-0.967669237872484	-9.2269452834908	-8.48103144597643
1	-0.218240298018287	-12.2946319673245	-11.736427101985
